id,medication_name,medication_ndc,brand_generic,category,specialty,created_at
3cb8be43-5427-48fe-b338-a48633a14b7f,Diflucan 150mg,00049-3910-30,Brand,Antifungals,Dermatology,2025-03-31 10:39:56.376706+00
3ce05d8a-0237-4a19-8bc5-505bcd87b0cc,Erythromycin 2% solution,00093-1055-60,Generic,Antibiotics,Dermatology,2025-03-31 10:39:56.376706+00
3d0b349a-934f-4201-96b8-9fb5c5e7274b,Claritin 10mg,50242-0040-15,Brand,Allergy medications,Internal Medicine,2025-03-31 10:39:56.376706+00
3dc0d597-12cf-4c35-a46d-41f174b5b254,Zolmitriptan 5mg,00093-0954-25,Generic,Migraine medications,Neurology,2025-03-31 10:39:56.376706+00
4086ed65-9833-421c-b535-c1d3d6ef8919,Sufenta 50mcg/mL,00409-1786-10,Brand,Opioid analgesics,Anesthesiology,2025-03-31 10:39:56.376706+00
410acf94-98f9-4330-bca9-af16dc7f7ea7,Amaryl 2mg,00039-0007-13,Brand,Antidiabetics,Internal Medicine,2025-03-31 10:39:56.376706+00
412d21e4-7559-4f13-964c-59e32b8928d9,Flexeril 10mg,00781-1545-01,Brand,Muscle relaxants,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
41dcef1a-59a0-4615-90ab-f064026ec0ee,Sufentanil 50mcg/mL,00409-1786-10,Generic,Opioid analgesics,Anesthesiology,2025-03-31 10:39:56.376706+00
41f03b8d-4fa3-4b05-8e7a-98aac212c21a,Marcaine 0.5%,00186-0663-01,Brand,Local anesthetics,General Surgery,2025-03-31 10:39:56.376706+00
422202c0-df73-4aee-a8d6-f13e6af5faf7,Metoprolol succinate ER 50mg,00093-7469-56,Generic,Beta blockers,Cardiology,2025-03-31 10:39:56.376706+00
425bcdde-fbac-4701-abe7-c5de05dba078,Escitalopram 10mg,00093-7235-56,Generic,Mental health,General Medicine,2025-03-31 10:39:56.376706+00
428fa00b-ad4c-4ef8-b888-e25cd11e9f42,Avodart 0.5mg,00173-0712-05,Brand,5-alpha reductase inhibitors,Urology,2025-03-31 10:39:56.376706+00
429ff5a9-7fd8-488d-90c4-784278d4b1c3,Montelukast chewable 5mg,00093-7384-86,Generic,Leukotriene modifiers,Pulmonology,2025-03-31 10:39:56.376706+00
42ad5029-2bb0-4938-9668-e6b8c2fdc2e1,Conjugated Estrogens 0.625mg,00093-8906-01,Generic,Hormone therapies,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
435cdbe1-7241-4fc2-8c86-8cea9ca16f6f,Alfuzosin 10mg,00093-1085-06,Generic,Alpha blockers,Urology,2025-03-31 10:39:56.376706+00
452290cc-3ac7-4b0e-b537-43d75c2fb020,Propofol 10mg/mL,00093-9892-31,Generic,Intraoperative medications,General Surgery,2025-03-31 10:39:56.376706+00
454c3427-95fe-4e9a-bf0e-379fac84cabf,Decadron 4mg/mL,00409-1318-02,Brand,Anti-emetics,Anesthesiology,2025-03-31 10:39:56.376706+00
455cc9f1-6517-420c-abdf-e1b566efe742,Dipentum 250mg,68682-0330-50,Brand,IBD maintenance,Gastroenterology,2025-03-31 10:39:56.376706+00
4574aae7-3f9d-4c89-b2aa-089ba6ec62af,Ketamine 50mg/mL,00093-3507-40,Generic,Procedural sedation,Radiology,2025-03-31 10:39:56.376706+00
46004baa-5ab6-425d-a2c3-1c0aacf019fb,Prevacid 30mg,00300-3046-30,Brand,Acid suppressants,Gastroenterology,2025-03-31 10:39:56.376706+00
4632702d-7c0d-4d0e-8ce0-75f67c33cbf8,Diclofenac 75mg,00093-1037-01,Generic,NSAIDs,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
46d9fdb3-30b5-4d0a-a222-c5dc4501cf25,Triamcinolone 0.1% cream,00093-0043-81,Generic,Topical corticosteroids,Dermatology,2025-03-31 10:39:56.376706+00
46f586d6-fb48-408f-846e-0ef07e51e4a9,Cholestyramine 4g,00093-0646-81,Generic,Hepatobiliary medications,Gastroenterology,2025-03-31 10:39:56.376706+00
47397b1a-da0e-405c-a976-66d85cda425b,Succinylcholine 20mg/mL,00409-6629-02,Generic,Neuromuscular blockers,Anesthesiology,2025-03-31 10:39:56.376706+00
4774fe4f-2b41-4623-972d-2148f4a14f03,Oxcarbazepine 300mg,00093-7429-56,Generic,Mood stabilizers,Psychiatry,2025-03-31 10:39:56.376706+00
47d03615-f672-4b7b-b991-03d357646a5c,Taxol 100mg/16.7mL,00015-3475-30,Brand,Antimicrotubule agents,Oncology,2025-03-31 10:39:56.376706+00
48055f53-2325-4bda-a183-283e0a20011b,Gemcitabine 1g,00703-4981-01,Generic,Antimetabolites,Oncology,2025-03-31 10:39:56.376706+00
480b1e9f-461b-403c-92f8-612221eceae3,Maxalt 10mg,00006-3756-45,Brand,Migraine medications,Neurology,2025-03-31 10:39:56.376706+00
4848e050-e28d-4d16-9563-cc37ac954ba4,Apixaban 5mg,00003-0894-21,Generic,Antiplatelet/Anticoagulants,Cardiology,2025-03-31 10:39:56.376706+00
48ab45ad-9bf5-4229-96e6-2056c3c134ae,Tretinoin 0.025% cream,00093-3658-15,Generic,Acne treatments,Dermatology,2025-03-31 10:39:56.376706+00
48db6dee-9dbf-439f-b443-6594cd6f42e6,Lipitor 40mg,00071-0156-23,Brand,Lipid-lowering medications,Internal Medicine,2025-03-31 10:39:56.376706+00
48e47da3-9268-4855-b136-e4022cc15323,Aspirin 81mg,00067-0106-28,Generic,Antiplatelet/Anticoagulants,Cardiology,2025-03-31 10:39:56.376706+00
4aab369c-d12f-4fd4-bfb0-33616eeba4aa,Cisplatin liposomal 50mg/20mL,43598-0275-01,Generic,Platinum compounds,Oncology,2025-03-31 10:39:56.376706+00
4b0c4c74-a2f2-465b-b8ac-1b933bd6d8c6,Bridion 100mg/mL,00006-5064-10,Brand,Reversal agents,Anesthesiology,2025-03-31 10:39:56.376706+00
4bc06d42-7a2b-451f-9544-73cc5c240cce,Phenazopyridine 200mg,00093-0905-01,Generic,Urinary analgesics/antibiotics,Urology,2025-03-31 10:39:56.376706+00
4be70a65-546e-4c16-92f2-33b7da266f43,Ativan 1mg,00293-0016-01,Brand,Anxiolytics,Psychiatry,2025-03-31 10:39:56.376706+00
4c343238-caf9-45dc-8a1f-8578d6e0075d,Doxycycline 100mg,00093-0844-01,Generic,Antibiotics,Internal Medicine,2025-03-31 10:39:56.376706+00
4cb389c3-b7c9-4feb-ba58-76fd610f5815,Floseal 8mL,00163-0615-15,Brand,Hemostatic agents,General Surgery,2025-03-31 10:39:56.376706+00
4cfca4c7-2ca5-4c08-8a6c-a45be16d0bc5,Eribulin 1mg/2mL,62856-0389-01,Generic,Antimicrotubule agents,Oncology,2025-03-31 10:39:56.376706+00
4d668f3f-fe89-4d5c-b878-3ab18dafd619,Oxaliplatin 100mg/20mL,00703-5744-01,Generic,Platinum compounds,Oncology,2025-03-31 10:39:56.376706+00
4d6b21c9-ddd5-4eb0-97d5-28e0d7923c54,Aripiprazole 10mg,00093-7430-56,Generic,Antipsychotics,Psychiatry,2025-03-31 10:39:56.376706+00
4dc97d9f-fd45-40cc-87ea-75efb6eabdc5,Duloxetine 60mg,00093-5179-01,Generic,Neuropathic pain medications,Neurology,2025-03-31 10:39:56.376706+00
4e2f1022-79d6-426a-87f7-4e3d504b8e47,Ceftriaxone 1g,00093-2206-01,Generic,Antibiotics,General Surgery,2025-03-31 10:39:56.376706+00
4e43cc90-f40d-4fcf-88fe-c50cb1b50ca7,Glucophage 500mg (hold),00087-6060-05,Brand,Medication management,Radiology,2025-03-31 10:39:56.376706+00
4e65b6b1-fd9d-4a41-be03-9d609c031cf8,Hytrin 5mg,00074-3324-13,Brand,Alpha blockers,Urology,2025-03-31 10:39:56.376706+00
4e94cb9c-32fd-4a9b-92b3-889976082015,Montelukast 10mg,00093-7370-19,Generic,Allergy medications,Internal Medicine,2025-03-31 10:39:56.376706+00
4ee22876-b6f8-42ae-89b0-8951376d90bf,Pantoprazole 40mg,00093-7267-56,Generic,Acid suppressants,Gastroenterology,2025-03-31 10:39:56.376706+00
4efd8115-4459-482d-9233-30de23f750e2,Donepezil 10mg,00093-7426-01,Generic,Neurocognitive medications,General Medicine,2025-03-31 10:39:56.376706+00
4f823331-ff70-4d4c-812c-c6beee89b84d,Carboplatin liposomal 10mg/mL,43598-0278-01,Brand,Platinum compounds,Oncology,2025-03-31 10:39:56.376706+00
4fd976b9-a46b-481a-9677-d2a7ae2c313f,Zocor 20mg,00006-0740-54,Brand,Lipid-lowering agents,Internal Medicine,2025-03-31 10:39:56.376706+00
4ff0bbb2-1641-4480-9712-2a7aa444a8f7,Reslizumab 100mg/10mL,00009-0225-01,Generic,Biologics,Pulmonology,2025-03-31 10:39:56.376706+00
4ff896e8-fef8-46c3-948f-4a648383e5df,Atrovent 0.02% neb,00597-0099-24,Brand,Bronchodilators,Pulmonology,2025-03-31 10:39:56.376706+00
508b5fec-f3e2-4c5a-9065-25f240f38893,Fluticasone nasal 50mcg,00093-6733-50,Generic,Allergy medications,Internal Medicine,2025-03-31 10:39:56.376706+00
50b06293-bdd2-43b3-b888-61938110f3ef,Vyvanse 30mg,59417-0103-10,Brand,ADHD medications,Psychiatry,2025-03-31 10:39:56.376706+00
50e46787-8d0e-4c3f-b717-7277547d9bad,Midazolam 2mg/2mL,00409-2308-02,Generic,Procedural sedation,Radiology,2025-03-31 10:39:56.376706+00
5111ebcb-ac17-486a-aba4-acd8fbcb6906,Ultiva 1mg,60977-0335-01,Brand,Opioid analgesics,Anesthesiology,2025-03-31 10:39:56.376706+00
51cc9faa-7f84-4960-b4e7-8f0681927d1e,Lansoprazole 30mg,00093-7169-56,Generic,Acid suppressants,Gastroenterology,2025-03-31 10:39:56.376706+00
51ced2d9-061f-4b10-a00e-9b42932f02c9,Balsalazide 750mg,00093-7433-98,Generic,IBD maintenance,Gastroenterology,2025-03-31 10:39:56.376706+00
51e310e5-0073-43a7-b741-137b295aa902,Carboplatin 450mg/45mL,00703-3228-01,Generic,Platinum compounds,Oncology,2025-03-31 10:39:56.376706+00
51f7a1e7-39b7-491c-8abc-8daabac165d2,Ziprasidone 40mg,00093-7380-56,Generic,Antipsychotics,Psychiatry,2025-03-31 10:39:56.376706+00
522a489d-15cb-4fe3-8de0-31e321a6d826,Irbesartan 300mg,00093-7384-56,Generic,ACE inhibitors/ARBs,Cardiology,2025-03-31 10:39:56.376706+00
522d5ff9-5398-4629-bd19-2345041c7b5b,Prednisone 10mg,00093-7052-01,Generic,Corticosteroids,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
5233f858-3160-4a44-b443-d92a5a3d694f,Metformin 500mg (hold),00093-7149-01,Generic,Medication management,Radiology,2025-03-31 10:39:56.376706+00
52b7dd41-993e-41a1-a3e8-5a427d1cee5e,Progesterone in Oil 50mg/mL,00517-0725-10,Generic,Fertility treatments,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
52bbcd83-3c10-4919-bca1-65a04988fd5c,Ketalar 50mg/mL,42023-0135-10,Brand,Procedural sedation,Radiology,2025-03-31 10:39:56.376706+00
52f5cf30-ad3b-4165-b030-309c8fe03251,Ellence 200mg/100mL,00013-1061-91,Brand,Anthracyclines,Oncology,2025-03-31 10:39:56.376706+00
531c8c16-1d50-4726-9c01-017f36800690,Obeticholic acid 10mg,65580-0202-31,Generic,Hepatobiliary medications,Gastroenterology,2025-03-31 10:39:56.376706+00
533180bd-385d-43dd-afb5-0cfa6170e341,Silver sulfadiazine 1% cream,00093-9836-01,Generic,Antibiotics,Dermatology,2025-03-31 10:39:56.376706+00
535fe6e3-039f-4645-b8a8-b7bc2cabe87f,Valsartan 160mg,00093-7452-56,Generic,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
538520f0-6500-4a72-80b3-900d4e44d627,Gadoxetate disodium 181.43mg/mL,50419-0320-01,Generic,Contrast agents,Radiology,2025-03-31 10:39:56.376706+00
541d7d1f-9d71-4223-9171-46fdfe00369d,Hydrochlorothiazide 25mg,00781-5393-01,Generic,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
5446d531-a148-4161-a6a3-83226c7d82eb,Mometasone furoate 220mcg,00085-1341-01,Generic,Inhaled corticosteroids,Pulmonology,2025-03-31 10:39:56.376706+00
554008b9-0ca7-4c8d-97ed-93f454051c66,Heparin 5,000 units/mL,00409-2720-01,Generic,Anticoagulants,2025-03-31 10:39:56.376706+00
5588fd38-3868-421d-af48-4a551291fdf4,Eliquis 5mg (hold),00003-0894-21,Brand,Medication management,Radiology,2025-03-31 10:39:56.376706+00
55ab3386-98d9-49dc-ae31-1c8b125e9b57,Activella 1mg/0.5mg,00169-4158-11,Brand,Hormone therapies,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
564c8ceb-d988-4858-a864-8df09872cf70,Solu-Medrol 125mg,00009-0758-01,Brand,Emergency medications,Radiology,2025-03-31 10:39:56.376706+00
56a93808-8138-4596-961a-58220080368e,Tadalafil 5mg,00093-5553-09,Generic,PDE5 inhibitors,Urology,2025-03-31 10:39:56.376706+00
56e33b1a-8401-4650-8746-da3ad97034a5,Estrace 1mg,51285-0430-02,Brand,Hormone therapies,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
5888b098-5d09-42f6-a2be-4d4674f392f7,Ondansetron 4mg ODT,00093-7195-19,Generic,Anti-nauseants,General Surgery,2025-03-31 10:39:56.376706+00
590fd608-e776-4c95-a6a4-21771a4d197a,Ultane,00074-4456-10,Brand,General anesthetics,Anesthesiology,2025-03-31 10:39:56.376706+00
59353148-abae-47d0-acda-ea5c86c3afba,Magnevist 469.01mg/mL,00270-5313-90,Brand,Contrast agents,Radiology,2025-03-31 10:39:56.376706+00
5966c273-8a61-4463-81f2-04730872234d,Dutasteride 0.5mg,00093-2255-56,Generic,5-alpha reductase inhibitors,Urology,2025-03-31 10:39:56.376706+00
59728707-75c9-41c9-a1ca-d4699798dd68,Keppra 500mg,00078-0430-05,Brand,Anticonvulsants,Neurology,2025-03-31 10:39:56.376706+00
59df583b-7ecd-47a5-a382-5b64951e62ea,Cetacaine 14% spray,00433-0955-10,Brand,Local anesthetics,General Surgery,2025-03-31 10:39:56.376706+00
5a14f233-de8b-4d28-b2d1-7c267a3ac581,Ciclesonide 160mcg,00597-0088-37,Generic,Inhaled corticosteroids,Pulmonology,2025-03-31 10:39:56.376706+00
5a44b1f1-8e5c-409a-bffa-30df4854e748,Pyridium 200mg,00187-4851-30,Brand,Urinary analgesics/antibiotics,Urology,2025-03-31 10:39:56.376706+00
5ab184e2-3819-418b-86d8-ba679eae8f51,Ethinyl Estradiol/Drospirenone 0.03/3mg,00093-6035-28,Generic,Contraceptives,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
5c09f2b1-62e7-4e0c-bfa7-81558af5a1f5,Actigall 300mg,00028-0058-10,Brand,Hepatobiliary medications,Gastroenterology,2025-03-31 10:39:56.376706+00
5c48d772-65da-480a-b9e4-4945b299ec8c,Scopolamine 1.5mg patch,00169-4508-01,Generic,Anti-emetics,Anesthesiology,2025-03-31 10:39:56.376706+00
5c64b29f-5800-42bb-9bce-d039db14511c,Norco 5/325mg,00023-6101-01,Brand,Pain medications,General Surgery,2025-03-31 10:39:56.376706+00
5c8b4932-a3a4-4019-8055-a7344318ade4,Hydrochlorothiazide 25mg,00093-0345-01,Generic,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
5c8d2071-0de0-4f6f-af70-e907cec6c6b4,Fluticasone furoate 100mcg,00173-0874-00,Generic,Inhaled corticosteroids/LABA,Pulmonology,2025-03-31 10:39:56.376706+00
5cf98c4b-2329-487c-8c54-ebdccd143957,Questran 4g,00056-0346-80,Brand,Hepatobiliary medications,Gastroenterology,2025-03-31 10:39:56.376706+00
5d633bcd-07df-4f2e-8621-f8d7662c1000,Benzoyl peroxide 5% gel,00093-0227-30,Generic,Acne treatments,Dermatology,2025-03-31 10:39:56.376706+00
5da2a776-05ea-4938-b90d-1d3814032b08,Adriamycin 50mg/25mL,00013-1028-91,Brand,Anthracyclines,Oncology,2025-03-31 10:39:56.376706+00
5dfec0bb-868f-4dfd-8837-8da98912a966,Estradiol 1mg,00093-5345-56,Generic,Hormone therapies,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
5e0bb6c8-c09c-4b56-8b1b-97f9f3baa3bd,Omalizumab 150mg,50242-0040-62,Generic,Biologics,Pulmonology,2025-03-31 10:39:56.376706+00
5e418f63-e7c9-4835-8e59-7918a9892da7,Tricor 145mg,00074-6122-90,Brand,Lipid-lowering agents,Internal Medicine,2025-03-31 10:39:56.376706+00
5ea526da-4d70-468d-b4c9-18cf02caac5a,Estradiol Transdermal 0.05mg/24hr,00169-5173-01,Generic,Hormone therapies,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
5f74fbd8-64ce-492b-8597-c57a32bc50ad,Hydrocortisone 2.5% cream,00093-0034-31,Generic,Topical corticosteroids,Dermatology,2025-03-31 10:39:56.376706+00
60f05fef-a804-4fc3-9324-9fb0788843c5,Silodosin 8mg,00093-8785-56,Generic,Alpha blockers,Urology,2025-03-31 10:39:56.376706+00
616c0aef-cbc5-45a9-b364-6ed0bb66c533,Ursodiol 300mg,00093-7052-01,Generic,Hepatobiliary medications,Gastroenterology,2025-03-31 10:39:56.376706+00
616f2221-8d8d-43b9-95af-7b09c3faad90,Metoprolol tartrate 50mg,00093-0733-01,Generic,Beta blockers,Cardiology,2025-03-31 10:39:56.376706+00
619f8938-c1f8-4e24-b910-40a2a99cff35,Colace 100mg,00031-5600-90,Brand,Postoperative medications,General Surgery,2025-03-31 10:39:56.376706+00
61d8a488-6b1e-403d-8b4e-74d81b290776,Benzac AC 5% gel,00075-0231-45,Brand,Acne treatments,Dermatology,2025-03-31 10:39:56.376706+00
61ee53a4-c7e2-45a6-b4a3-4b8a20bd1179,Uroxatral 10mg,00024-4201-30,Brand,Alpha blockers,Urology,2025-03-31 10:39:56.376706+00
635259dd-8a7e-4163-b488-16a3aec9925a,Dutasteride/Sildenafil 0.5/50mg,16571-0425-10,Brand,5-alpha reductase inhibitors,Urology,2025-03-31 10:39:56.376706+00
636ce80b-10f5-456b-a2a2-0e9e01c0164a,Actos 30mg,64764-0030-13,Brand,Endocrine medications,Internal Medicine,2025-03-31 10:39:56.376706+00
6458101f-e124-4c8d-a1f4-98a05fabd681,Pontocaine 1%,00187-3672-01,Brand,Local anesthetics,Anesthesiology,2025-03-31 10:39:56.376706+00
647a200d-3a81-4fe0-9dc2-8ebcb18db00c,Scopolamine Transdermal 1.5mg,00169-4508-01,Generic,Anti-nauseants,General Surgery,2025-03-31 10:39:56.376706+00
6480c463-bb42-43b7-afef-b4b759adaa31,Klonopin 0.5mg,00004-0068-01,Brand,Anxiolytics,Psychiatry,2025-03-31 10:39:56.376706+00
65085b91-5a3e-4779-96d2-b1f0f20de872,Gentamicin 0.1% cream,00093-0137-31,Generic,Antibiotics,Dermatology,2025-03-31 10:39:56.376706+00
652ad5da-4ac5-4275-9be4-a2b7b56f427f,Atropine 0.1mg/mL,00409-9630-01,Generic,Reversal agents,Anesthesiology,2025-03-31 10:39:56.376706+00
655c5a69-bd33-4dc2-8157-7e31663e9b26,Adderall XR 20mg,54092-0387-01,Brand,ADHD medications,Psychiatry,2025-03-31 10:39:56.376706+00
658b95f1-0ff5-4ec2-a81c-b931650dbce8,Cyklokapron 1g/10mL,00013-1114-91,Brand,Hemostatic agents,General Surgery,2025-03-31 10:39:56.376706+00
65e796ba-b548-43e0-8dcd-5d30d74dfb3a,Rivaroxaban 20mg,50458-0579-30,Generic,Antiplatelet/Anticoagulants,Cardiology,2025-03-31 10:39:56.376706+00
66aa8a22-4aa1-46e6-8eac-a8d617411ef7,Cozaar 50mg,00006-0952-54,Brand,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
66d022f6-8423-46bf-bcce-3ecca0e85bbe,Fenofibrate 145mg,00093-7426-56,Generic,Lipid-lowering agents,Internal Medicine,2025-03-31 10:39:56.376706+00
670b8e30-f0b2-4154-8a2c-ede9f591f453,Metformin 1000mg,00093-7148-01,Generic,Endocrine medications,Internal Medicine,2025-03-31 10:39:56.376706+00
677914e9-e71e-4e21-9e18-35745a4a9eef,Retin-A 0.025% cream,00462-0220-30,Brand,Acne treatments,Dermatology,2025-03-31 10:39:56.376706+00
67a465ed-1ea1-4b46-ae1d-fd8077d3eaa8,Ecotrin 81mg,41167-0301-30,Brand,Antiplatelet/Anticoagulants,Cardiology,2025-03-31 10:39:56.376706+00
67e4ba4b-6373-4717-a091-ac55175ba616,Naropin 0.5%,63323-0485-38,Brand,Local anesthetics,General Surgery,2025-03-31 10:39:56.376706+00
67f2f960-8274-4ef3-ae00-a6735c687c1b,Nivolumab 100mg/10mL,00003-3772-11,Generic,Biologics,Oncology,2025-03-31 10:39:56.376706+00
680ac35c-8297-4356-962b-743121612ade,Pradaxa 150mg,00597-0157-60,Brand,Anticoagulants,General Surgery,2025-03-31 10:39:56.376706+00
6885cdbb-c86a-4ec6-88ed-d1960317798e,Amoxil 500mg,00029-6005-23,Brand,Antibiotics,Internal Medicine,2025-03-31 10:39:56.376706+00
68bb7595-b837-4021-a1d9-1951862adfd6,Dexamethasone 4mg/mL,00409-1318-02,Generic,Anti-emetics,Anesthesiology,2025-03-31 10:39:56.376706+00
68f84e17-1f19-43dc-bd81-88b46688016f,Xarelto 20mg (hold),50458-0579-30,Brand,Medication management,Radiology,2025-03-31 10:39:56.376706+00
69670040-809a-4b54-9227-f6bb2a1b0e2d,Plavix 75mg,00024-5862-90,Brand,Antiplatelet/Anticoagulants,Cardiology,2025-03-31 10:39:56.376706+00
6974eca2-dc5f-431d-a16c-58b4cdcbfa44,Albuterol Sulfate HFA,00093-9087-17,Generic,Respiratory medications,Internal Medicine,2025-03-31 10:39:56.376706+00
6a009200-a7b7-4642-9d8f-8335d46a8d90,Humira 40mg/0.8mL,00074-0243-01,Brand,Inflammatory bowel disease,General Medicine,2025-03-31 10:39:56.376706+00
6a3b6a6f-7c7d-4ae6-a748-e3e2f750acb3,Singulair 10mg,00006-0117-31,Brand,Allergy medications,Internal Medicine,2025-03-31 10:39:56.376706+00
6acdd3b8-9ed6-4716-99b3-640b555f5618,Tiotropium 18mcg,00597-0160-30,Generic,Bronchodilators,Pulmonology,2025-03-31 10:39:56.376706+00
6b61df1e-f51d-4c5f-bcab-42d370906230,Roxicodone 5mg,00054-0911-13,Brand,Pain medications,General Surgery,2025-03-31 10:39:56.376706+00
6b8532a6-1867-4181-a065-63086436d81a,Ipratropium 0.02% neb,00004-6904-05,Generic,Bronchodilators,Pulmonology,2025-03-31 10:39:56.376706+00
6be5d01b-5bde-4080-80be-49f04f91fa29,Montelukast/Loratadine 10/10mg,13668-0034-30,Generic,Leukotriene modifiers,Pulmonology,2025-03-31 10:39:56.376706+00
6c8df2f7-3a22-497d-bd8e-e332ae7fc37e,Cialis 5mg,00002-4462-30,Brand,PDE5 inhibitors,Urology,2025-03-31 10:39:56.376706+00
6cdec887-8f36-4a96-9225-4ac2e1bd9888,Stendra 100mg,62541-0140-30,Brand,PDE5 inhibitors,Urology,2025-03-31 10:39:56.376706+00
6d31c34d-67df-4317-9cc7-da459b210393,Doxazosin 4mg,00093-6401-01,Generic,Alpha blockers,Urology,2025-03-31 10:39:56.376706+00
6d7e8e77-f197-44e8-a0b0-646032ce27f4,Zestril 20mg,00310-0135-90,Brand,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
6d8e25a5-97a3-462e-8edf-e7c7c9f326d3,Finasteride 5mg,00093-5019-05,Generic,5-alpha reductase inhibitors,Urology,2025-03-31 10:39:56.376706+00
6dd5e4f0-213c-4553-8586-3a0a4de4a484,Diazepam 5mg,00093-0149-01,Generic,Anxiolytics,Psychiatry,2025-03-31 10:39:56.376706+00
6e2b1eb0-848d-4a8d-b828-c20619822325,Dupixent 300mg/2mL,00024-5914-02,Brand,Biologics,Pulmonology,2025-03-31 10:39:56.376706+00
6f420bbd-76d1-4a5d-816a-e657bb2d99d6,Namenda 10mg,00456-1010-60,Brand,Neurocognitive medications,General Medicine,2025-03-31 10:39:56.376706+00
6f49006c-5d45-4c5b-a8c7-ab5171dc91f0,Ultram 50mg,50458-0660-60,Brand,Pain medications,General Surgery,2025-03-31 10:39:56.376706+00
6fafb06f-2339-4337-b4b5-c708991649e8,Brilinta 90mg,00310-0292-90,Brand,Antiplatelet/Anticoagulants,Cardiology,2025-03-31 10:39:56.376706+00
6fc9f0fd-7ff0-479d-b32c-307f7e31e895,Plecanatide 3mg,55566-7000-30,Generic,Motility agents,Gastroenterology,2025-03-31 10:39:56.376706+00
6fd01f5b-e59e-4cb7-9e85-931e568dd97a,Platinol 50mg/50mL,00015-3220-22,Brand,Platinum compounds,Oncology,2025-03-31 10:39:56.376706+00
704964c5-43ff-42ee-ac76-842655b101f1,Glucophage 1000mg,00087-6070-10,Brand,Endocrine medications,Internal Medicine,2025-03-31 10:39:56.376706+00
708b3927-252f-4deb-ae3d-c2ffeca02626,Mobic 15mg,00597-0029-30,Brand,NSAIDs,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
70e6b839-c4a1-4838-9c66-c79c61d985d7,Adrenalin 1mg/mL,42023-0159-25,Brand,Emergency medications,Radiology,2025-03-31 10:39:56.376706+00
717d5a50-9ae6-422f-9838-9c8e8835602e,Ketorolac 10mg,00093-5284-01,Generic,Pain medications,General Surgery,2025-03-31 10:39:56.376706+00
71cb98af-f1d1-4d28-af01-88c741b1d47b,Protonix 40mg,00008-0841-81,Brand,Acid suppressants,Gastroenterology,2025-03-31 10:39:56.376706+00
71e7ebd5-89df-42c3-8a93-de29770b9095,Pramipexole 1mg,00093-7414-01,Generic,Parkinson's medications,Neurology,2025-03-31 10:39:56.376706+00
72284734-e292-44b1-b943-1f20f163989d,QVAR RediHaler 80mcg,00065-8400-01,Brand,Inhaled corticosteroids,Pulmonology,2025-03-31 10:39:56.376706+00
726d9aa6-9068-4fa7-b1e6-4f9218189e15,Bupivacaine 0.5%,00409-1587-30,Generic,Local anesthetics,General Surgery,2025-03-31 10:39:56.376706+00
72bad1ac-ecbb-4ce3-80ec-481525309de2,Teriparatide 20mcg,00002-8400-01,Generic,Bone metabolism medications,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
736d2b9b-2fe2-4e0b-a3dc-70f58296a7af,Fentanyl Citrate 50mcg/mL,00409-9093-32,Generic,Anesthetics,General Surgery,2025-03-31 10:39:56.376706+00
73e3bf71-99bd-448e-a7ff-00c407c9e19c,Promethazine 25mg/mL,00641-2470-35,Generic,Anti-emetics,Anesthesiology,2025-03-31 10:39:56.376706+00
7445a35c-24ea-4de3-a955-743c39f3acdf,Ropivacaine 0.5%,00409-1541-01,Generic,Local anesthetics,General Surgery,2025-03-31 10:39:56.376706+00
746f64a1-f8b4-45e8-a4e1-67a7701f0342,Rocephin 1g,00039-0019-01,Brand,Antibiotics,General Surgery,2025-03-31 10:39:56.376706+00
747379ae-b8e7-4f11-8a6b-1ea6230debab,Diprivan 10mg/mL,00310-6629-58,Brand,Intraoperative medications,General Surgery,2025-03-31 10:39:56.376706+00
752e1de3-4673-4c77-bd65-8a81dea0793e,Monistat 7 2%,00062-1532-03,Brand,Anti-infectives,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
755fcdec-0681-45fe-9175-8692cabc5980,Actonel 35mg,00149-0472-01,Brand,Bone metabolism medications,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
76399281-692a-4617-bc5d-2a3c924f0836,Cymbalta 60mg,00002-3240-30,Brand,Neuropathic pain medications,Neurology,2025-03-31 10:39:56.376706+00
